source_b TotalCurrent(IdVg_VdSat_n1188_des) X,source_b TotalCurrent(IdVg_VdSat_n1188_des) Y,source_b TotalCurrent(IdVg_VdSat_n1988_des) X,source_b TotalCurrent(IdVg_VdSat_n1988_des) Y,source_b TotalCurrent(IdVg_VdSat_n2020_des) X,source_b TotalCurrent(IdVg_VdSat_n2020_des) Y,source_b TotalCurrent(IdVg_VdSat_n2052_des) X,source_b TotalCurrent(IdVg_VdSat_n2052_des) Y,source_b TotalCurrent(IdVg_VdSat_n2084_des) X,source_b TotalCurrent(IdVg_VdSat_n2084_des) Y,source_b TotalCurrent(IdVg_VdSat_n2116_des) X,source_b TotalCurrent(IdVg_VdSat_n2116_des) Y,source_b TotalCurrent(IdVg_VdSat_n2148_des) X,source_b TotalCurrent(IdVg_VdSat_n2148_des) Y,source_b TotalCurrent(IdVg_VdSat_n2180_des) X,source_b TotalCurrent(IdVg_VdSat_n2180_des) Y,source_b TotalCurrent(IdVg_VdSat_n2212_des) X,source_b TotalCurrent(IdVg_VdSat_n2212_des) Y,source_b TotalCurrent(IdVg_VdSat_n2244_des) X,source_b TotalCurrent(IdVg_VdSat_n2244_des) Y,source_b TotalCurrent(IdVg_VdSat_n2276_des) X,source_b TotalCurrent(IdVg_VdSat_n2276_des) Y,source_b TotalCurrent(IdVg_VdSat_n2308_des) X,source_b TotalCurrent(IdVg_VdSat_n2308_des) Y,source_b TotalCurrent(IdVg_VdSat_n2340_des) X,source_b TotalCurrent(IdVg_VdSat_n2340_des) Y,source_b TotalCurrent(IdVg_VdSat_n2372_des) X,source_b TotalCurrent(IdVg_VdSat_n2372_des) Y,source_b TotalCurrent(IdVg_VdSat_n2404_des) X,source_b TotalCurrent(IdVg_VdSat_n2404_des) Y,source_b TotalCurrent(IdVg_VdSat_n2436_des) X,source_b TotalCurrent(IdVg_VdSat_n2436_des) Y,source_b TotalCurrent(IdVg_VdSat_n2468_des) X,source_b TotalCurrent(IdVg_VdSat_n2468_des) Y,source_b TotalCurrent(IdVg_VdSat_n2500_des) X,source_b TotalCurrent(IdVg_VdSat_n2500_des) Y,source_b TotalCurrent(IdVg_VdSat_n2532_des) X,source_b TotalCurrent(IdVg_VdSat_n2532_des) Y,source_b TotalCurrent(IdVg_VdSat_n2564_des) X,source_b TotalCurrent(IdVg_VdSat_n2564_des) Y,source_b TotalCurrent(IdVg_VdSat_n2596_des) X,source_b TotalCurrent(IdVg_VdSat_n2596_des) Y,source_b TotalCurrent(IdVg_VdSat_n2628_des) X,source_b TotalCurrent(IdVg_VdSat_n2628_des) Y,source_b TotalCurrent(IdVg_VdSat_n2660_des) X,source_b TotalCurrent(IdVg_VdSat_n2660_des) Y,source_b TotalCurrent(IdVg_VdSat_n2692_des) X,source_b TotalCurrent(IdVg_VdSat_n2692_des) Y,source_b TotalCurrent(IdVg_VdSat_n2724_des) X,source_b TotalCurrent(IdVg_VdSat_n2724_des) Y,source_b TotalCurrent(IdVg_VdSat_n2756_des) X,source_b TotalCurrent(IdVg_VdSat_n2756_des) Y,source_b TotalCurrent(IdVg_VdSat_n2788_des) X,source_b TotalCurrent(IdVg_VdSat_n2788_des) Y,source_b TotalCurrent(IdVg_VdSat_n2820_des) X,source_b TotalCurrent(IdVg_VdSat_n2820_des) Y,source_b TotalCurrent(IdVg_VdSat_n2852_des) X,source_b TotalCurrent(IdVg_VdSat_n2852_des) Y,source_b TotalCurrent(IdVg_VdSat_n2884_des) X,source_b TotalCurrent(IdVg_VdSat_n2884_des) Y,source_b TotalCurrent(IdVg_VdSat_n2916_des) X,source_b TotalCurrent(IdVg_VdSat_n2916_des) Y,source_b TotalCurrent(IdVg_VdSat_n2948_des) X,source_b TotalCurrent(IdVg_VdSat_n2948_des) Y,source_b TotalCurrent(IdVg_VdSat_n2980_des) X,source_b TotalCurrent(IdVg_VdSat_n2980_des) Y,source_b TotalCurrent(IdVg_VdSat_n3012_des) X,source_b TotalCurrent(IdVg_VdSat_n3012_des) Y,source_b TotalCurrent(IdVg_VdSat_n3044_des) X,source_b TotalCurrent(IdVg_VdSat_n3044_des) Y,source_b TotalCurrent(IdVg_VdSat_n3076_des) X,source_b TotalCurrent(IdVg_VdSat_n3076_des) Y,source_b TotalCurrent(IdVg_VdSat_n3108_des) X,source_b TotalCurrent(IdVg_VdSat_n3108_des) Y,source_b TotalCurrent(IdVg_VdSat_n3140_des) X,source_b TotalCurrent(IdVg_VdSat_n3140_des) Y,source_b TotalCurrent(IdVg_VdSat_n3172_des) X,source_b TotalCurrent(IdVg_VdSat_n3172_des) Y
-0.32821514,1.9776917e-16,-0.29631149,1.4373325e-07,-0.3698208,1.1719738e-06,-0.41132772,2.8770654e-06,-0.40316205,3.2379499e-06,-0.41010402,4.1235083e-06,-0.41164372,4.4242824e-06,-0.41230706,4.5096136e-06,-0.4097085,4.3028198e-06,-0.41236912,4.5757233e-06,-0.35486028,1.2003437e-06,-0.41305283,4.7420349e-06,-0.41282493,4.7717474e-06,-0.41259703,4.7755757e-06,-0.41259703,4.8012969e-06,-0.41282493,4.8720233e-06,-0.41282493,4.9161593e-06,-0.41236912,4.9135486e-06,-0.41259703,4.976026e-06,-0.41214122,4.9675891e-06,-0.39043474,3.1642685e-06,-0.41227402,5.0272241e-06,-0.41233364,5.0472926e-06,-0.38565132,2.8869326e-06,-0.38609373,2.9326768e-06,-0.37169155,2.1018497e-06,-0.38609373,2.9634959e-06,-0.38582479,2.9527365e-06,-0.41122961,5.0669288e-06,-0.35737672,1.4934368e-06,-0.35721418,1.4910204e-06,-0.41054591,5.0464253e-06,-0.35737672,1.5122204e-06,-0.35737672,1.515776e-06,-0.35737672,1.5227086e-06,-0.35721418,1.5230027e-06,-0.35721418,1.5262735e-06,-0.37152901,2.1915138e-06,-0.37169155,2.2121852e-06
-0.33486182,-1.7110869e-17,-,-,-0.3848208,1.5537997e-06,-0.42632772,3.5222605e-06,-0.41307705,3.8326139e-06,-0.42510402,5.3572193e-06,-0.42664372,5.8486382e-06,-0.42730706,5.9869815e-06,-0.4247085,5.7584549e-06,-0.42736912,6.0923745e-06,-0.36986028,1.7763933e-06,-0.42805283,6.297853e-06,-0.42782493,6.336926e-06,-0.42759703,6.3434804e-06,-0.42759703,6.3763963e-06,-0.42782493,6.4654954e-06,-0.42782493,6.5223311e-06,-0.42736912,6.5225637e-06,-0.42759703,6.6002726e-06,-0.42714122,6.5913018e-06,-0.40543474,4.3568483e-06,-0.42727402,6.6657878e-06,-0.42733364,6.690776e-06,-0.40065132,4.0049958e-06,-0.40109373,4.0634983e-06,-0.38669155,2.988562e-06,-0.40109373,4.1025636e-06,-0.40082479,4.0887858e-06,-0.42622961,6.718077e-06,-0.37237672,2.1765531e-06,-0.37221418,2.1731384e-06,-0.42554591,6.6939397e-06,-0.37237672,2.2012994e-06,-0.37237672,2.2059807e-06,-0.37237672,2.2150998e-06,-0.37221418,2.2152451e-06,-0.37221418,2.2195418e-06,-0.38652901,3.103601e-06,-0.38669155,3.1303164e-06
-0.34371077,-2.6455861e-17,-,-,-0.3923208,1.763471e-06,-0.44132772,4.1930223e-06,-0.42618468,4.6806964e-06,-0.44010402,6.7338352e-06,-0.44164372,7.5001779e-06,-0.44230706,7.7270584e-06,-0.4397085,7.5140106e-06,-0.44236912,7.9171703e-06,-0.38486028,2.5549535e-06,-0.44305283,8.1647909e-06,-0.44282493,8.2155384e-06,-0.44259703,8.2256715e-06,-0.44259703,8.266983e-06,-0.44282493,8.3773963e-06,-0.44282493,8.4495759e-06,-0.44236912,8.4541677e-06,-0.44259703,8.5491918e-06,-0.44214122,8.5410071e-06,-0.42043474,5.8446277e-06,-0.44227402,8.6328499e-06,-0.44233364,8.6634837e-06,-0.41565132,5.4117066e-06,-0.41609373,5.4845816e-06,-0.40169155,4.134621e-06,-0.41609373,5.5334575e-06,-0.41582479,5.5164653e-06,-0.44122961,8.7028365e-06,-0.38737672,3.0855903e-06,-0.38721418,3.0809935e-06,-0.44054591,8.676106e-06,-0.38737672,3.1173744e-06,-0.38737672,3.123369e-06,-0.38737672,3.1350605e-06,-0.38721418,3.1350216e-06,-0.38721418,3.140528e-06,-0.40152901,4.2797715e-06,-0.40169155,4.3135266e-06
-0.34960122,-9.8408876e-18,-,-,-0.4021658,2.0538434e-06,-0.45632772,4.8719785e-06,-0.44118468,5.71428e-06,-0.45510402,8.2103292e-06,-0.45664372,9.3376278e-06,-0.45730706,9.6988859e-06,-0.4547085,9.5700951e-06,-0.45736912,1.0060116e-05,-0.39986028,3.5713265e-06,-0.45805283,1.0353303e-05,-0.45782493,1.0418006e-05,-0.45759703,1.0432721e-05,-0.45759703,1.0483664e-05,-0.45782493,1.061834e-05,-0.45782493,1.0708625e-05,-0.45736912,1.0719526e-05,-0.45759703,1.0834217e-05,-0.45714122,1.082872e-05,-0.43543474,7.651274e-06,-0.45727402,1.0940671e-05,-0.45733364,1.0977881e-05,-0.43065132,7.1335658e-06,-0.43109373,7.2224701e-06,-0.41669155,5.572957e-06,-0.43109373,7.2829413e-06,-0.43082479,7.2627243e-06,-0.45622961,1.1035203e-05,-0.40237672,4.2577246e-06,-0.40221418,4.2518177e-06,-0.45554591,1.1007536e-05,-0.40237672,4.297813e-06,-0.40237672,4.3053741e-06,-0.40237672,4.3200966e-06,-0.40221418,4.3199071e-06,-0.40221418,4.3268346e-06,-0.41652901,5.753643e-06,-0.41669155,5.7953927e-06
-0.35744337,-4.0291516e-18,-,-,-0.40867334,2.2532767e-06,-0.46382772,5.2093335e-06,-0.45618468,6.7876152e-06,-0.47010402,9.7432028e-06,-0.47164372,1.1305548e-05,-0.47230706,1.1849994e-05,-0.4697085,1.190554e-05,-0.47236912,1.2519672e-05,-0.41486028,4.8562343e-06,-0.47305283,1.2866713e-05,-0.47282493,1.2947498e-05,-0.47259703,1.2967899e-05,-0.47259703,1.302966e-05,-0.47282493,1.3191254e-05,-0.47282493,1.3302572e-05,-0.47236912,1.3322284e-05,-0.47259703,1.34591e-05,-0.47214122,1.3458836e-05,-0.45043474,9.7924668e-06,-0.47227402,1.3594158e-05,-0.47233364,1.3638593e-05,-0.44565132,9.1893018e-06,-0.44609373,9.2958636e-06,-0.43169155,7.3299294e-06,-0.44609373,9.3700353e-06,-0.44582479,9.3467966e-06,-0.47122961,1.3721812e-05,-0.41737672,5.7259249e-06,-0.41721418,5.718691e-06,-0.47054591,1.3695474e-05,-0.41737672,5.7757511e-06,-0.41737672,5.7851362e-06,-0.41737672,5.8033937e-06,-0.41721418,5.8032107e-06,-0.41721418,5.8117899e-06,-0.43152901,7.5523722e-06,-0.43169155,7.6030514e-06
-0.36788389,1.9863688e-16,-,-,-0.41733705,2.5253986e-06,-0.47367272,5.6457331e-06,-0.47118468,7.8759426e-06,-0.48510402,1.1293734e-05,-0.48664372,1.3344037e-05,-0.48730706,1.4114743e-05,-0.4847085,1.447353e-05,-0.48736912,1.5275738e-05,-0.42986028,6.4347767e-06,-0.48805283,1.5699618e-05,-0.48782493,1.5798402e-05,-0.48759703,1.5825647e-05,-0.48759703,1.5899162e-05,-0.48782493,1.6090128e-05,-0.48782493,1.6224941e-05,-0.48736912,1.62565e-05,-0.48759703,1.6417896e-05,-0.48714122,1.6425917e-05,-0.46543474,1.2276e-05,-0.48727402,1.6587895e-05,-0.48733364,1.664091e-05,-0.46065132,1.1590051e-05,-0.46109373,1.1715918e-05,-0.44669155,9.4240944e-06,-0.46109373,1.1806243e-05,-0.46082479,1.1780264e-05,-0.48622961,1.6758809e-05,-0.43237672,7.5165627e-06,-0.43221418,7.5080917e-06,-0.48554591,1.6736802e-05,-0.43237672,7.5777405e-06,-0.43237672,7.5892337e-06,-0.43237672,7.611588e-06,-0.43221418,7.6117015e-06,-0.43221418,7.6221864e-06,-0.44652901,9.6955641e-06,-0.44669155,9.7560962e-06
-0.37468763,4.3091849e-17,-,-,-0.42879048,2.8918616e-06,-0.48668781,6.2049853e-06,-0.48618468,8.9571798e-06,-0.50010402,1.282637e-05,-0.50164372,1.5392404e-05,-0.50230706,1.6419335e-05,-0.4997085,1.719861e-05,-0.50236912,1.8274923e-05,-0.44486028,8.324567e-06,-0.50305283,1.882827e-05,-0.50282493,1.8946501e-05,-0.50259703,1.8981734e-05,-0.50259703,1.9067533e-05,-0.50282493,1.9288372e-05,-0.50282493,1.9448787e-05,-0.50236912,1.9495729e-05,-0.50259703,1.9683439e-05,-0.50214122,1.9703282e-05,-0.48043474,1.5101871e-05,-0.50227402,1.9894966e-05,-0.50233364,1.9957187e-05,-0.47565132,1.4338975e-05,-0.47609373,1.4485597e-05,-0.46169155,1.1866502e-05,-0.47609373,1.4594956e-05,-0.47582479,1.4567107e-05,-0.50122961,2.0120205e-05,-0.44737672,9.6482976e-06,-0.44721418,9.6388284e-06,-0.50054591,2.0106577e-05,-0.44737672,9.7226747e-06,-0.44737672,9.7366202e-06,-0.44737672,9.7637045e-06,-0.44721418,9.7645291e-06,-0.44721418,9.7771978e-06,-0.46152901,1.2195196e-05,-0.46169155,1.226649e-05
-0.38374567,5.8527689e-17,-,-,-0.44379048,3.3726342e-06,-0.50168781,6.815654e-06,-0.50118468,1.0009396e-05,-0.51510402,1.4303561e-05,-0.51664372,1.738434e-05,-0.51730706,1.8678719e-05,-0.5147085,1.9971922e-05,-0.51736912,2.140948e-05,-0.45986028,1.0535531e-05,-0.51805283,2.2188493e-05,-0.51782493,2.2327845e-05,-0.51759703,2.2371873e-05,-0.51759703,2.2469419e-05,-0.51782493,2.2717609e-05,-0.51782493,2.2903624e-05,-0.51736912,2.2969301e-05,-0.51759703,2.3182873e-05,-0.51714122,2.3218259e-05,-0.49543474,1.8255288e-05,-0.51727402,2.3440208e-05,-0.51733364,2.3511709e-05,-0.49065132,1.7427981e-05,-0.49109373,1.7596611e-05,-0.47669155,1.4660051e-05,-0.49109373,1.7727555e-05,-0.49082479,1.7698822e-05,-0.51622961,2.3730215e-05,-0.46237672,1.2132316e-05,-0.46221418,1.2122101e-05,-0.51554591,2.3729932e-05,-0.46237672,1.2221843e-05,-0.46237672,1.2238612e-05,-0.46237672,1.2271134e-05,-0.46221418,1.2273252e-05,-0.46221418,1.2288428e-05,-0.47652901,1.5055425e-05,-0.47669155,1.5138227e-05
-0.38973304,-9.7197172e-17,-,-,-0.45879048,3.8415308e-06,-0.51668781,7.3822633e-06,-0.51618468,1.1010737e-05,-0.53010402,1.5688586e-05,-0.53164372,1.925461e-05,-0.53230706,2.0808138e-05,-0.5297085,2.2663718e-05,-0.53236912,2.4529947e-05,-0.47486028,1.3070166e-05,-0.53305283,2.5680569e-05,-0.53282493,2.5847694e-05,-0.53259703,2.5900759e-05,-0.53259703,2.6008567e-05,-0.53282493,2.6279207e-05,-0.53282493,2.6488558e-05,-0.53236912,2.6574625e-05,-0.53259703,2.6811607e-05,-0.53214122,2.6865288e-05,-0.51043474,2.1686209e-05,-0.53227402,2.7116423e-05,-0.53233364,2.7196795e-05,-0.50565132,2.0820417e-05,-0.50609373,2.101071e-05,-0.49169155,1.7795384e-05,-0.50609373,2.1165369e-05,-0.50582479,2.1137003e-05,-0.53122961,2.7477017e-05,-0.47737672,1.49714e-05,-0.47721418,1.4961326e-05,-0.53054591,2.7493873e-05,-0.47737672,1.5078627e-05,-0.47737672,1.5098742e-05,-0.47737672,1.5137457e-05,-0.47721418,1.5141462e-05,-0.47721418,1.5159591e-05,-0.49152901,1.8266525e-05,-0.49169155,1.8361798e-05
-0.39770422,3.1162145e-16,-,-,-0.46629048,4.0679079e-06,-0.53168781,7.9006874e-06,-0.53118468,1.1943618e-05,-0.54510402,1.6956693e-05,-0.54664372,2.0960259e-05,-0.54730706,2.2751723e-05,-0.5447085,2.5170132e-05,-0.54736912,2.7502468e-05,-0.48986028,1.592e-05,-0.54805283,2.9206501e-05,-0.54782493,2.9425471e-05,-0.54759703,2.9489e-05,-0.54759703,2.9605841e-05,-0.54782493,2.9894283e-05,-0.54782493,3.012345e-05,-0.54736912,3.0229632e-05,-0.54759703,3.0487568e-05,-0.54714122,3.0560422e-05,-0.52543474,2.5296899e-05,-0.54727402,3.0839231e-05,-0.54733364,3.0928053e-05,-0.52065132,2.4428801e-05,-0.52109373,2.463772e-05,-0.50669155,2.1232325e-05,-0.52109373,2.4816406e-05,-0.52082479,2.479057e-05,-0.54622961,3.1272571e-05,-0.49237672,1.8155796e-05,-0.49221418,1.8146201e-05,-0.54554591,3.1308307e-05,-0.49237672,1.8282769e-05,-0.49237672,1.8306201e-05,-0.49237672,1.8351826e-05,-0.49221418,1.8358868e-05,-0.49221418,1.838002e-05,-0.50652901,2.1785054e-05,-0.50669155,2.1891858e-05
-0.40301037,6.658997e-19,-,-,-0.47613548,4.3544796e-06,-0.54668781,8.3704093e-06,-0.54618468,1.2797345e-05,-0.56010402,1.8098587e-05,-0.56164372,2.2486183e-05,-0.56230706,2.4488668e-05,-0.5597085,2.7436342e-05,-0.56236912,3.0239337e-05,-0.50486028,1.9051381e-05,-0.56305283,3.2675809e-05,-0.56282493,3.3002977e-05,-0.56259703,3.3084711e-05,-0.56259703,3.3211877e-05,-0.56282493,3.3515535e-05,-0.56282493,3.3760799e-05,-0.56236912,3.3885688e-05,-0.56259703,3.4162321e-05,-0.56214122,3.4254271e-05,-0.54043474,2.8988076e-05,-0.56227402,3.4559231e-05,-0.56233364,3.465616e-05,-0.53565132,2.8145513e-05,-0.53609373,2.8370063e-05,-0.52169155,2.4878134e-05,-0.53609373,2.8571914e-05,-0.53582479,2.8550055e-05,-0.56122961,3.5066028e-05,-0.50737672,2.1640787e-05,-0.50721418,2.1632828e-05,-0.56054591,3.5121287e-05,-0.50737672,2.1788649e-05,-0.50737672,2.1816031e-05,-0.50737672,2.1868886e-05,-0.50721418,2.1879991e-05,-0.50721418,2.190433e-05,-0.52152901,2.5511767e-05,-0.52169155,2.5628526e-05
-0.41007462,1.2832286e-16,-,-,-0.48905868,4.7097578e-06,-0.56168781,8.7936456e-06,-0.56118468,1.3569283e-05,-0.57510402,1.9116076e-05,-0.57664372,2.3835751e-05,-0.57730706,2.6021814e-05,-0.5747085,2.9447038e-05,-0.57736912,3.2699088e-05,-0.51986028,2.2379043e-05,-0.57805283,3.6002224e-05,-0.57782493,3.6528816e-05,-0.57759703,3.6650762e-05,-0.57759703,3.6797116e-05,-0.57782493,3.7118501e-05,-0.57782493,3.7377349e-05,-0.57736912,3.7518885e-05,-0.57759703,3.7812363e-05,-0.57714122,3.7922789e-05,-0.55543474,3.2696122e-05,-0.57727402,3.8252764e-05,-0.57733364,3.8357605e-05,-0.55065132,3.1894642e-05,-0.55109373,3.2132901e-05,-0.53669155,2.8625056e-05,-0.55109373,3.2357101e-05,-0.55082479,3.2340045e-05,-0.57622961,3.8833415e-05,-0.52237672,2.53294e-05,-0.52221418,2.5324172e-05,-0.57554591,3.890819e-05,-0.52237672,2.5497556e-05,-0.52237672,2.5528518e-05,-0.52237672,2.5588297e-05,-0.52221418,2.5604326e-05,-0.52221418,2.5631769e-05,-0.53652901,2.9335298e-05,-0.53669155,2.9459953e-05
-0.41477706,4.1280174e-18,-,-,-0.50405868,5.0897267e-06,-0.57668781,9.1743617e-06,-0.57618468,1.4261734e-05,-0.59010402,2.0018909e-05,-0.59164372,2.5024874e-05,-0.59230706,2.737176e-05,-0.5897085,3.1215605e-05,-0.59236912,3.4880618e-05,-0.53486028,2.5772925e-05,-0.59305283,3.9117515e-05,-0.59282493,3.9949826e-05,-0.59259703,4.0153079e-05,-0.59259703,4.0342579e-05,-0.59282493,4.0696625e-05,-0.59282493,4.0969755e-05,-0.59236912,4.1125856e-05,-0.59259703,4.1434723e-05,-0.59214122,4.1562806e-05,-0.57043474,3.6386166e-05,-0.59227402,4.1917281e-05,-0.59233364,4.2030005e-05,-0.56565132,3.5633099e-05,-0.56609373,3.5884015e-05,-0.55169155,3.2399903e-05,-0.56609373,3.6130133e-05,-0.56582479,3.6118226e-05,-0.59122961,4.2572802e-05,-0.53737672,2.9113025e-05,-0.53721418,2.9111403e-05,-0.59054591,4.2666955e-05,-0.53737672,2.9300125e-05,-0.53737672,2.9334471e-05,-0.53737672,2.9400651e-05,-0.53721418,2.9421987e-05,-0.53721418,2.9452266e-05,-0.55152901,3.3182309e-05,-0.55169155,3.3313693e-05
-0.42103757,1.2000251e-18,-,-,-0.51905868,5.4341519e-06,-0.59168781,9.5173379e-06,-0.59118468,1.4881018e-05,-0.6,2.0558393e-05,-0.6,2.5627484e-05,-0.6,2.7998788e-05,-0.6,3.230391e-05,-0.6,3.5891711e-05,-0.54986028,2.9102038e-05,-0.6,4.0476548e-05,-0.6,4.1532753e-05,-0.6,4.1845275e-05,-0.6,4.2070701e-05,-0.6,4.2399518e-05,-0.6,4.2681426e-05,-0.6,4.2953089e-05,-0.6,4.3214601e-05,-0.6,4.3461008e-05,-0.58543474,4.0046784e-05,-0.6,4.3796027e-05,-0.6,4.3898318e-05,-0.58065132,3.9342822e-05,-0.58109373,3.9606345e-05,-0.56669155,3.6161728e-05,-0.58109373,3.9874578e-05,-0.58082479,3.9867861e-05,-0.6,4.4749849e-05,-0.55237672,3.2920496e-05,-0.55221418,3.2922679e-05,-0.6,4.5025755e-05,-0.55237672,3.312521e-05,-0.55237672,3.3162712e-05,-0.55237672,3.3234713e-05,-0.55221418,3.3261498e-05,-0.55221418,3.3294384e-05,-0.56652901,3.7013238e-05,-0.56669155,3.7150517e-05
-0.42520499,-3.5297004e-16,-,-,-0.52655868,5.5934374e-06,-0.6,9.6929656e-06,-0.6,1.5218618e-05,-,-,-,-,-,-,-,-,-,-,-0.56486028,3.2257466e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.6,4.3577365e-05,-,-,-,-,-0.59565132,4.3025048e-05,-0.59609373,4.3301819e-05,-0.58169155,3.9894678e-05,-0.59609373,4.3593021e-05,-0.59582479,4.3591502e-05,-,-,-0.56737672,3.6712588e-05,-0.56721418,3.6718732e-05,-,-,-0.56737672,3.6934108e-05,-0.56737672,3.6974559e-05,-0.56737672,3.7052094e-05,-0.56721418,3.7084265e-05,-0.56721418,3.7119549e-05,-0.58152901,4.0814425e-05,-0.58169155,4.0957357e-05
-0.4307921,-2.2571081e-18,-,-,-0.53654368,5.7927639e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.57986028,3.5165323e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.6,4.4088751e-05,-0.6,4.4260975e-05,-0.59669155,4.3601598e-05,-0.6,4.4558404e-05,-0.6,4.4624778e-05,-,-,-0.58237672,4.0475574e-05,-0.58221418,4.0485634e-05,-,-,-0.58237672,4.0713633e-05,-0.58237672,4.0756963e-05,-0.58237672,4.0839934e-05,-0.58221418,4.0877392e-05,-0.58221418,4.091501e-05,-0.59652901,4.4590961e-05,-0.59669155,4.4739678e-05
-0.43823041,1.5444029e-17,-,-,-0.54983705,6.0371054e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.59486028,3.7794007e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.6,4.4416709e-05,-,-,-,-,-,-,-0.59737672,4.4213906e-05,-0.59721418,4.4227839e-05,-,-,-0.59737672,4.4468816e-05,-0.59737672,4.4515042e-05,-0.59737672,4.4603545e-05,-0.59721418,4.4646216e-05,-0.59721418,4.4686203e-05,-0.6,4.5462593e-05,-0.6,4.5571865e-05
-0.44318185,7.4354347e-18,-,-,-0.55733705,6.1652363e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.6,3.8630313e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.6,4.486597e-05,-0.6,4.4921042e-05,-,-,-0.6,4.5123874e-05,-0.6,4.5170671e-05,-0.6,4.5260124e-05,-0.6,4.5344482e-05,-0.6,4.5384919e-05,-,-,-,-
-0.44977386,7.9218303e-18,-,-,-0.56732205,6.3258914e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.45416194,1.0378336e-18,-,-,-0.58061541,6.523799e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.46000394,2.4356295e-18,-,-,-0.58811541,6.6282138e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.46778159,9.9280061e-17,-,-,-0.59810041,6.7599282e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.47295892,2.2418795e-18,-,-,-0.6,6.7841037e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.47985166,2.3766644e-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.48099872,-2.6754463e-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-

